State,Year,Stn-Comm-CO2,Stn-Comm-CH4,Stn-Comm-N2O,Stn-Elec-CO2,Stn-Elec-CH4,Stn-Elec-N2O,Stn-Coke-CO2,Stn-Coke-CH4,Stn-Coke-N2O,Stn-Indu-CO2,Stn-Indu-CH4,Stn-Indu-N2O,Stn-Petr-CO2,Stn-Petr-CH4,Stn-Petr-N2O,Stn-NatG-CO2,Stn-NatG-CH4,Stn-NatG-N2O,Stn-TOT-CO2,Stn-TOT-CH4,Stn-TOT-N2O,Mob-MGas-CO2,Mob-MGas-CH4,Mob-MGas-N2O,Mob-AGas-CO2,Mob-AGas-CH4,Mob-AGas-N2O,Mob-JetK-CO2,Mob-JetK-CH4,Mob-JetK-N2O,Mob-DslO-CO2,Mob-DslO-CH4,Mob-DslO-N2O,Mob-RFO-CO2,Mob-RFO-CH4,Mob-RFO-N2O,Mob-LPG-CO2,Mob-LPG-CH4,Mob-LPG-N2O,Mob-TOT-CO2,Mob-TOT-CH4,Mob-TOT-N2O,PtS-all-CO2,PtS-all-CH4,NGS-all-CO2,NGS-all-CH4,ClM-SurM-CH4,ClM-UngM-CH4,ClM-AbnM-CH4,ClM-TOT-CH4,Dom-TOT-CO2,Dom-TOT-CH4,Dom-TOT-N2O,Exp-TOT-CO2,Exp-TOT-CH4,Exp-TOT-N2O,All-TOT-CO2,All-TOT-CH4,All-TOT-N2O,Bio-TOT-CO2,NET-TOT-CO2
Indiana,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4
Indiana,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,-2.2
Indiana,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,-0.9
Indiana,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3,-1.3
Indiana,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4,-1.4
Iowa,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1
Iowa,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1
Iowa,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1
Iowa,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1
Iowa,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1
Iowa,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1
Iowa,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1
Iowa,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1
Kansas,2005,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.000017,0.000042,0.49,0.00023,0.00027,0.51,0.00025,0.00031,0.0422,0.000078,0.00107,0.00009,-,-,0.0099,-,-,0.0184,-,0.00001,0.0011,-,-,0.000019,-,-,0.072,0.000078,0.0011,0.00055,0.0069,0.023,0.14,0,0,0,0,0.6,0.15,0.0014,0.027,0.000016,0.000043,0.63,0.15,0.0014,-0.2,0.4
Kansas,2006,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.000027,0.000064,0.46,0.00022,0.00025,0.49,0.00025,0.00031,0.069,0.00012,0.00163,0.0002,-,-,0.015,-,-,0.0313,-,0.00002,0.0025,-,-,0.000034,-,-,0.12,0.00012,0.0017,0.00013,0.0058,0.023,0.13,0,0,0,0,0.63,0.14,0.002,0.03,0.000018,0.000062,0.66,0.14,0.002,0.2,0.9
Kansas,2007,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.000019,0.000045,0.42,0.0002,0.00023,0.44,0.00022,0.00028,0.0481,0.000077,0.00097,0.0001,-,-,0.011,-,-,0.0221,-,0.00001,0.0018,-,-,0.00002,-,-,0.083,0.000077,0.00098,0.00013,0.006,0.023,0.13,0,0,0,0,0.55,0.14,0.0013,0.028,0.000015,0.000043,0.57,0.14,0.0013,-0.2,0.4
Kansas,2008,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.000016,0.000039,0.41,0.00019,0.00022,0.43,0.00021,0.00026,0.0416,0.000065,0.00081,0.0001,-,-,0.0099,-,-,0.019,-,0.00001,0.0013,-,-,0.000034,-,-,0.072,0.000065,0.00082,0.00013,0.0058,0.02,0.11,0,0,0,0,0.52,0.12,0.0011,0.031,0.000016,0.000046,0.55,0.12,0.0011,-0.2,0.3
Kansas,2009,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.000014,0.000033,0.38,0.00018,0.00021,0.39,0.00019,0.00024,0.0354,0.000052,0.000656,0.00008,-,-,0.0077,-,-,0.0147,-,0.00001,0.00049,-,-,0.000014,-,-,0.058,0.000052,0.00067,0.00016,0.0074,0.023,0.12,0,0,0,0,0.48,0.13,0.00091,0.031,0.000017,0.000046,0.51,0.13,0.00095,-0.3,0.2
Kansas,2010,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.000013,0.000033,0.36,0.00017,0.0002,0.37,0.00018,0.00023,0.0332,0.000052,0.000583,0.00008,-,-,0.0074,-,-,0.0148,-,0.00001,0.00082,-,-,0.000017,-,-,0.056,0.000052,0.00059,0.00072,0.0093,0.024,0.12,0,0,0,0,0.46,0.13,0.00083,0.031,0.000017,0.00005,0.49,0.13,0.00088,0,0.5
Kansas,2011,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.000013,0.000032,0.32,0.00015,0.00017,0.33,0.00016,0.0002,0.035,0.000052,0.00059,0.00009,-,-,0.0081,-,-,0.0165,-,0.00002,0.00056,-,-,0.00002,-,-,0.06,0.000052,0.00061,0.00073,0.0099,0.028,0.14,0,0,0,0,0.42,0.15,0.00081,0.036,0.00002,0.000069,0.46,0.15,0.00088,0.3,0.8
Kansas,2012,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.000012,0.000029,0.28,0.00013,0.00016,0.29,0.00014,0.00019,0.0331,0.000047,0.000489,0.00008,-,-,0.0075,-,-,0.0148,-,0.00001,0.00056,-,-,0.00002,-,-,0.056,0.000047,0.0005,0.00067,0.0097,0.027,0.14,0,0,0,0,0.38,0.15,0.00069,0.034,0.000018,0.00006,0.41,0.15,0.00075,0.1,0.5
Kansas,2013,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.000011,0.000026,0.26,0.00012,0.00014,0.27,0.00013,0.00017,0.0295,0.000042,0.000382,0.00007,-,-,0.0065,-,-,0.0131,-,0.00001,0.00046,-,-,0.000018,-,-,0.05,0.000042,0.00039,0.00064,0.011,0.03,0.14,0,0,0,0,0.35,0.15,0.00056,0.03,0.000016,0.00005,0.38,0.15,0.00061,-0.2,0.2
Kansas,2014,0,0,0,0,0,0,0,0,0,0,0,0,0.0096,0.0000091,0.000022,0.24,0.00011,0.00013,0.25,0.00012,0.00015,0.025,0.000032,0.000279,0.00006,-,-,0.0056,-,-,0.0114,-,0.00001,0.00025,-,-,0.000016,-,-,0.042,0.000032,0.00029,0.00051,0.0096,0.033,0.14,0,0,0,0,0.33,0.15,0.00044,0.025,0.000013,0.000043,0.35,0.15,0.00048,0,0.4
Kentucky,2005,0.000642,0.00000187,0.0000032,0.06393,0.000184,0.00032,0.0002,0.0000007,0.000001,0.0032,0.0000093,0.000016,0.00087,0.00000083,0.000002,0.01,0.0000049,0.0000056,0.079,0.0002,0.00035,0.00202,0.0000038,0.0000511,0.000004,-,-,0.00047,-,-,0.00088,-,0.0000006,0.000055,-,-,0.00000091,-,-,0.0034,0.0000038,0.000052,0.000053,0.00066,0.0044,0.026,0,0.000401,0.024,0.024,0.087,0.051,0.0004,0.0029,0.0000072,0.000014,0.09,0.051,0.00041,-0.8,-0.7
Kentucky,2006,0.004652,0.0000136,0.000023,0.7726,0.00222,0.0039,0.001,0.000004,0.000008,0.027,0.000077,0.00013,0.00069,0.00000066,0.0000016,0.011,0.0000052,0.000006,0.82,0.0023,0.0041,0.00171,0.0000029,0.0000405,0.000004,-,-,0.00039,-,-,0.000779,-,0.0000005,0.000063,-,-,0.00000085,-,-,0.0029,0.0000029,0.000041,0.000012,0.00054,0.0047,0.029,0,0.00454,0.022,0.027,0.82,0.058,0.0041,0.025,0.000076,0.00013,0.85,0.058,0.0042,0.2,1
Kentucky,2007,0.007996,0.0000233,0.00004,1.154,0.00332,0.0058,0.003,0.00001,0.00002,0.043,0.00012,0.00022,0.00081,0.00000078,0.0000019,0.011,0.0000051,0.0000059,1.2,0.0035,0.0061,0.00202,0.0000032,0.0000409,0.000005,-,-,0.00045,-,-,0.000931,-,0.0000008,0.000075,-,-,0.00000085,-,-,0.0035,0.0000032,0.000042,0.000013,0.0006,0.0049,0.028,0,0.0069,0.021,0.028,1.2,0.06,0.0061,0.073,0.00022,0.00039,1.3,0.06,0.0065,2.6,3.9
Kentucky,2008,0.003372,0.00000983,0.000017,0.4976,0.00143,0.0025,0.002,0.000008,0.00001,0.017,0.000048,0.000084,0.0008,0.00000076,0.0000018,0.011,0.000005,0.0000058,0.53,0.0015,0.0026,0.00196,0.0000031,0.0000382,0.000005,-,-,0.00046,-,-,0.000895,-,0.0000008,0.000065,-,-,0.0000017,-,-,0.0034,0.0000031,0.000039,0.000012,0.00056,0.0047,0.026,0,0.00293,0.021,0.024,0.54,0.052,0.0027,0.028,0.000082,0.00015,0.57,0.052,0.0028,-1.3,-0.7
Kentucky,2009,0.001619,0.00000472,0.0000081,0.3189,0.000918,0.0016,0.003,0.000009,0.00002,0.0084,0.000024,0.000043,0.00077,0.00000074,0.0000018,0.0097,0.0000046,0.0000053,0.34,0.00096,0.0017,0.00203,0.000003,0.0000377,0.000004,-,-,0.00044,-,-,0.000877,-,0.0000008,0.000047,-,-,0.0000008,-,-,0.0034,0.000003,0.000039,0.000045,0.0021,0.0048,0.026,0,0.00184,0.02,0.022,0.35,0.051,0.0017,0.016,0.000047,0.000083,0.37,0.051,0.0018,-4.8,-4.4
Kentucky,2010,0.0001483,0.000000432,0.00000075,0.02636,0.0000759,0.00013,0.0003,0.000001,0.000002,0.00091,0.0000026,0.0000046,0.00082,0.0000008,0.0000019,0.0097,0.0000046,0.0000053,0.038,0.000085,0.00014,0.00197,0.0000031,0.0000346,0.000005,-,-,0.00044,-,-,0.00088,-,0.0000008,0.000049,-,-,0.000001,-,-,0.0033,0.0000031,0.000035,0.0002,0.0026,0.0049,0.025,0,0.0271,0.019,0.046,0.047,0.074,0.00018,0.0027,0.0000054,0.000011,0.049,0.074,0.00019,-0.5,-0.5
Kentucky,2011,0.002011,0.00000586,0.00001,0.3768,0.00108,0.0019,0.005,0.00002,0.00003,0.013,0.000037,0.000065,0.00071,0.00000068,0.0000016,0.0087,0.0000041,0.0000048,0.41,0.0011,0.002,0.0018,0.0000027,0.0000304,0.000004,-,-,0.00042,-,-,0.000847,-,0.0000008,0.000029,-,-,0.000001,-,-,0.0031,0.0000027,0.000031,0.00022,0.003,0.0037,0.017,0,0.0204,0.019,0.039,0.41,0.061,0.002,0.034,0.0001,0.00018,0.45,0.061,0.0022,-8.4,-8
Kentucky,2012,0.001313,0.00000383,0.0000066,0.3168,0.000912,0.0016,0.006,0.00002,0.00003,0.011,0.000031,0.000054,0.00067,0.00000064,0.0000015,0.0073,0.0000035,0.000004,0.34,0.00097,0.0017,0.00174,0.0000024,0.0000256,0.000004,-,-,0.00039,-,-,0.000779,-,0.0000007,0.000029,-,-,0.000001,-,-,0.0029,0.0000024,0.000026,0.0002,0.0031,0.0037,0.019,0,0.002,0.018,0.02,0.35,0.043,0.0017,0.041,0.00012,0.00022,0.39,0.043,0.0019,-5.8,-5.4
Kentucky,2013,0.001497,0.00000436,0.0000075,0.3367,0.000969,0.0017,0.007,0.00002,0.00004,0.012,0.000036,0.000062,0.00066,0.00000063,0.0000015,0.0066,0.0000031,0.0000036,0.36,0.001,0.0018,0.00174,0.0000024,0.0000225,0.000004,-,-,0.00038,-,-,0.000771,-,0.0000007,0.000027,-,-,0.000001,-,-,0.0029,0.0000024,0.000023,0.0002,0.0035,0.0046,0.021,0,0.00306,0.018,0.021,0.37,0.047,0.0018,0.066,0.0002,0.00035,0.44,0.047,0.0022,-6.3,-5.9
Kentucky,2014,0.000388,0.00000113,0.0000019,0.07402,0.000213,0.00037,0.001,0.000004,0.000008,0.0025,0.0000073,0.000013,0.00061,0.00000058,0.0000014,0.0064,0.000003,0.0000035,0.085,0.00023,0.0004,0.00159,0.000002,0.0000177,0.000004,-,-,0.00035,-,-,0.000725,-,0.0000006,0.000016,-,-,0.00000099,-,-,0.0027,0.000002,0.000018,0.0002,0.0038,0.0051,0.021,0,0.000445,0.017,0.017,0.093,0.042,0.00042,0.0061,0.000016,0.000029,0.099,0.042,0.00045,-4.4,-4.3
Louisiana,2005,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0.0076,0.018,70,0.033,0.038,77.9,0.041,0.056,18.4,0.034,0.465,0.04,-,-,4.3,-,-,8.01,-,0.005,0.5,-,-,0.0083,-,-,31.3,0.034,0.47,0.00064,0.0081,0.026,0.15,0,0,0,0,109.2,0.23,0.53,5.8,0.0039,0.016,115,0.24,0.54,0.4,115.4
Louisiana,2006,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0.0065,0.016,67,0.032,0.037,73.8,0.039,0.053,16.8,0.028,0.395,0.04,-,-,3.7,-,-,7.61,-,0.005,0.61,-,-,0.0083,-,-,28.8,0.028,0.4,0.00015,0.0066,0.023,0.13,0,0,0,0,102.6,0.2,0.45,5.6,0.0034,0.014,108.2,0.21,0.47,0.5,108.7
Louisiana,2007,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0.0071,0.017,67,0.032,0.037,74.4,0.039,0.054,18.6,0.029,0.375,0.04,-,-,4,-,-,8.53,-,0.006,0.68,-,-,0.0078,-,-,31.9,0.029,0.38,0.00015,0.0068,0.023,0.13,0,0,0,0,106.3,0.2,0.44,6.5,0.0039,0.014,112.8,0.21,0.45,-0.6,112.2
Louisiana,2008,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0.0055,0.013,49,0.023,0.027,54.7,0.029,0.04,14.1,0.022,0.274,0.03,-,-,3.3,-,-,6.42,-,0.005,0.46,-,-,0.011,-,-,24.3,0.022,0.28,0.00015,0.0067,0.023,0.13,0,0,0,0,79,0.19,0.32,6,0.0034,0.013,85,0.19,0.33,-0.6,84.4
Louisiana,2009,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0057,0.014,51,0.024,0.028,57,0.03,0.042,14.7,0.021,0.271,0.03,-,-,3.2,-,-,6.09,-,0.005,0.21,-,-,0.0058,-,-,24.2,0.021,0.28,0.00015,0.0071,0.023,0.12,0,0,0,0,81.3,0.18,0.32,6.9,0.0042,0.016,88.2,0.18,0.33,-0.7,87.5
Louisiana,2010,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0.0055,0.013,46,0.022,0.025,51.7,0.028,0.038,13.6,0.021,0.24,0.03,-,-,3,-,-,6.1,-,0.006,0.34,-,-,0.0071,-,-,23.1,0.021,0.25,0.00068,0.0088,0.023,0.12,0,0,0,0,74.8,0.18,0.28,6.9,0.004,0.017,81.7,0.18,0.3,1.3,83
Louisiana,2011,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0.0048,0.012,38,0.018,0.021,43.1,0.023,0.033,12.8,0.019,0.216,0.03,-,-,3,-,-,6.04,-,0.006,0.2,-,-,0.0073,-,-,22.1,0.019,0.22,0.0007,0.0094,0.023,0.11,0,0,0,0,65.2,0.16,0.26,7.7,0.0046,0.022,72.9,0.17,0.28,0.6,73.5
Louisiana,2012,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0.0046,0.011,32,0.015,0.018,36.8,0.02,0.029,12.4,0.017,0.183,0.03,-,-,2.8,-,-,5.55,-,0.005,0.21,-,-,0.0074,-,-,21,0.017,0.19,0.00064,0.0096,0.024,0.12,0,0,0,0,57.8,0.17,0.22,7.3,0.0041,0.019,65.1,0.17,0.24,-2.1,63
Louisiana,2013,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0.0046,0.011,28,0.013,0.015,32.8,0.018,0.026,12.7,0.018,0.165,0.03,-,-,2.8,-,-,5.66,-,0.005,0.2,-,-,0.0076,-,-,21.4,0.018,0.17,0.00061,0.011,0.026,0.12,0,0,0,0,54.2,0.17,0.2,7.3,0.0041,0.019,61.5,0.17,0.21,-1.7,59.8
Louisiana,2014,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0.0045,0.011,24,0.011,0.013,28.7,0.016,0.024,12.2,0.016,0.137,0.03,-,-,2.7,-,-,5.6,-,0.005,0.12,-,-,0.0077,-,-,20.7,0.016,0.14,0.00051,0.0097,0.028,0.12,0,0,0,0,49.4,0.16,0.17,6.6,0.0039,0.018,56,0.17,0.18,-2.6,53.4
Maine,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2
Maine,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,-0.3
Maine,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2
Maine,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1
Maine,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2
Maine,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2
Maine,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2
Maine,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2
Maine,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2
Maine,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2
Maryland,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1
Maryland,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1
Maryland,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryland,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1
Maryland,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1
Maryland,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryland,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1
Maryland,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1
Maryland,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1
Maryland,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2
Massachusetts,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Massachusetts,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1
Massachusetts,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Massachusetts,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Massachusetts,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1
Massachusetts,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Massachusetts,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Massachusetts,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1
Massachusetts,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Massachusetts,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
